trades,wins,losses,full_tp_wins,full_losses,win_rate,total_pnl,avg_pnl,total_r,avg_r,combo,timeframe_min,ib_minutes,stop_mode,tp_r_multiple,entry_mode,vectorbt_total_return
33,17,15,4,7,0.5151515151515151,1425.25,43.18939393939394,8.499465883625366,0.2575595722310717,tf1_ib15,1,15,or_boundary,2.0,first_outside,19.531206034602437
