session_date,timeframe_min,ib_minutes,side,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,pnl,r_multiple,combo
2025-12-17,3,15,short,2025-12-17 09:48:00,25274.25,25447.75,24927.25,2025-12-17 14:36:00,24927.25,target,347.0,2.0,tf3_ib15
2025-12-18,3,15,long,2025-12-18 10:33:00,25342.75,25172.75,25682.75,2025-12-18 16:00:00,25251.5,session_close,-91.25,-0.5367647058823529,tf3_ib15
2025-12-29,3,15,short,2025-12-29 12:30:00,25658.25,25819.0,25336.75,2025-12-29 16:00:00,25741.0,session_close,-82.75,-0.5147744945567652,tf3_ib15
2025-12-30,3,15,long,2025-12-30 09:51:00,25743.0,25681.75,25865.5,2025-12-30 10:45:00,25681.75,stop,-61.25,-1.0,tf3_ib15
2026-01-02,3,15,long,2026-01-02 09:48:00,25757.75,25638.25,25996.75,2026-01-02 10:15:00,25638.25,stop,-119.5,-1.0,tf3_ib15
2026-01-05,3,15,long,2026-01-05 10:30:00,25673.0,25538.5,25942.0,2026-01-05 16:00:00,25586.75,session_close,-86.25,-0.6412639405204461,tf3_ib15
2026-01-07,3,15,long,2026-01-07 09:54:00,25870.75,25771.0,26070.25,2026-01-07 16:00:00,25835.0,session_close,-35.75,-0.3583959899749373,tf3_ib15
2026-01-08,3,15,short,2026-01-08 10:00:00,25603.25,25803.0,25203.75,2026-01-08 16:00:00,25682.5,session_close,-79.25,-0.3967459324155194,tf3_ib15
2026-01-13,3,15,short,2026-01-13 10:03:00,25906.0,26042.75,25632.5,2026-01-13 16:00:00,25903.75,session_close,2.25,0.016453382084095063,tf3_ib15
2026-01-14,3,15,short,2026-01-14 09:54:00,25620.25,25790.25,25280.25,2026-01-14 16:00:00,25636.5,session_close,-16.25,-0.09558823529411764,tf3_ib15
2026-01-22,3,15,short,2026-01-22 09:48:00,25604.75,25731.75,25350.75,2026-01-22 16:00:00,25662.0,session_close,-57.25,-0.4507874015748031,tf3_ib15
2026-01-23,3,15,long,2026-01-23 10:00:00,25663.75,25562.5,25866.25,2026-01-23 16:00:00,25735.0,session_close,71.25,0.7037037037037037,tf3_ib15
2026-01-29,3,15,short,2026-01-29 09:54:00,25911.0,26175.0,25383.0,2026-01-29 16:00:00,25991.5,session_close,-80.5,-0.30492424242424243,tf3_ib15
2026-01-30,3,15,short,2026-01-30 10:30:00,25794.0,25940.0,25502.0,2026-01-30 16:00:00,25675.0,session_close,119.0,0.815068493150685,tf3_ib15
2026-02-03,3,15,short,2026-02-03 09:57:00,25674.75,25952.25,25119.75,2026-02-03 16:00:00,25445.5,session_close,229.25,0.8261261261261261,tf3_ib15
2026-02-04,3,15,short,2026-02-04 10:00:00,25194.25,25390.0,24802.75,2026-02-04 12:42:00,24802.75,target,391.5,2.0,tf3_ib15
2026-02-09,3,15,long,2026-02-09 09:48:00,25168.75,24955.5,25595.25,2026-02-09 16:00:00,25337.75,session_close,169.0,0.7924970691676436,tf3_ib15
2026-02-13,3,15,long,2026-02-13 09:48:00,24815.5,24578.75,25289.0,2026-02-13 16:00:00,24802.0,session_close,-13.5,-0.057022175290390706,tf3_ib15
2026-02-17,3,15,short,2026-02-17 09:51:00,24584.75,24815.75,24122.75,2026-02-17 13:42:00,24815.75,stop,-231.0,-1.0,tf3_ib15
2026-02-18,3,15,long,2026-02-18 09:57:00,24920.5,24752.0,25257.5,2026-02-18 16:00:00,24957.5,session_close,37.0,0.2195845697329377,tf3_ib15
